iter	RMSE
431	16.82655613
432	16.82012766
433	16.81336195
434	16.81123486
435	16.80308808
436	16.79846192
437	16.78836707
438	16.77963728
439	16.77237427
440	16.76517656
441	16.76152286
442	16.75815513
443	16.74798627
444	16.73851522
445	16.73255808
446	16.72885921
447	16.71720708
448	16.71046526
449	16.70099339
450	16.69914473
451	16.69141455
452	16.68998422
453	16.68384647
454	16.6735462
455	16.66977923
456	16.66541884
457	16.65628839
458	16.65580899
459	16.64991032
460	16.64433639
461	16.63682489
462	16.62835248
463	16.62013336
464	16.61505918
465	16.60887992
466	16.60502689
467	16.60282959
468	16.59891436
469	16.59504094
470	16.58809284
471	16.580187
472	16.57256024
473	16.56644923
474	16.56608932
475	16.55929905
476	16.5525516
477	16.55066464
478	16.54491571
479	16.54105234
480	16.53344698
481	16.52614109
482	16.5187158
483	16.51291151
484	16.50881768
485	16.50718722
486	16.50191789
487	16.49606459
488	16.49141887
489	16.48761446
490	16.48109258
491	16.47556984
492	16.46849644
493	16.46064405
494	16.45482073
495	16.44734281
496	16.44357359
497	16.43459161
498	16.42473257
499	16.41908772
500	16.41206727
501	16.40664265
502	16.4004402
503	16.39426006
504	16.38427613
505	16.37515563
506	16.36833806
507	16.36640662
508	16.3588093
509	16.35349607
510	16.35230513
511	16.34883944
512	16.34125721
513	16.33497516
514	16.33046337
515	16.32296479
516	16.31773981
517	16.31174858
518	16.30600411
519	16.29934937
520	16.29076163
521	16.28489966
522	16.28189007
523	16.27178587
524	16.26618064
525	16.26101122
526	16.2596472
527	16.25758448
528	16.2533738
529	16.24712442
530	16.24405493
531	16.2401369
532	16.23675291
533	16.23568389
534	16.22909816
535	16.22651755
536	16.21998297
537	16.21671463
538	16.20992675
539	16.20919313
540	16.20385581
541	16.20160559
542	16.20061287
543	16.19669274
544	16.1927635
545	16.18853331
546	16.18336534
547	16.17479666
548	16.16507614
549	16.15916055
550	16.15514765
551	16.15421587
552	16.14739646
553	16.14285421
554	16.13751176
555	16.13146133
556	16.12473088
557	16.11908126
558	16.10948926
559	16.1036624
560	16.09591738
561	16.09534746
562	16.09028964
563	16.08300449
564	16.08044062
565	16.07368949
566	16.06784895
567	16.06558621
568	16.06184124
569	16.05658424
570	16.04837387
571	16.04443888
572	16.03542727
573	16.03124791
574	16.02292064
575	16.01880231
576	16.01320274
577	16.00705481
578	16.00305586
579	15.99609973
580	15.99034262
581	15.98483032
582	15.9829088
583	15.97846608
584	15.97461532
585	15.96742259
586	15.9664417
587	15.96271692
588	15.96003951
589	15.95439972
590	15.94810164
591	15.9446912
592	15.94097368
593	15.93557947
594	15.93099883
595	15.92372768
596	15.92186294
597	15.9170727
598	15.91449541
599	15.9088788
600	15.90367778
601	15.90108941
602	15.89982297
603	15.89318255
604	15.89152176
605	15.8878133
606	15.88142242
607	15.87605649
608	15.86994432
609	15.86747794
610	15.86696861
611	15.86236421
612	15.8599822
613	15.85993892
614	15.85594308
615	15.84931517
616	15.846718
617	15.84145683
618	15.83794255
619	15.83649693
620	15.8331988
621	15.82781973
622	15.82236735
623	15.8212192
624	15.81362767
625	15.80861829
626	15.80419017
627	15.79972159
628	15.79534353
629	15.79056131
630	15.78510746
631	15.78239474
632	15.77997272
633	15.77666864
634	15.76994113
635	15.76602642
636	15.76034709
637	15.75371377
638	15.75165883
639	15.74779149
640	15.74751047
641	15.74264626
642	15.73557697
643	15.7330475
644	15.73108798
645	15.72964569
646	15.72434632
647	15.72157152
648	15.71860142
649	15.71164762
650	15.70484921
651	15.70009571
652	15.69761586
653	15.6911845
654	15.68926443
655	15.68773375
656	15.6799035
657	15.67935068
658	15.67272204
659	15.67269921
660	15.67049592
661	15.66541308
662	15.66268531
663	15.65832215
664	15.65377241
665	15.64754074
666	15.64601392
667	15.64119923
668	15.63359544
669	15.63056475
670	15.62906748
671	15.62175887
672	15.61964954
673	15.61154424
674	15.60694581
675	15.60039873
676	15.59875927
677	15.59706955
678	15.59606227
679	15.5933436
680	15.59148332
681	15.58751401
682	15.5847469
683	15.58368379
684	15.58226325
685	15.57763404
686	15.57272051
687	15.56791941
688	15.5628392
689	15.56115257
690	15.55725832
691	15.55297322
692	15.54883512
693	15.54487779
694	15.53904484
695	15.53505942
696	15.5297109
697	15.52757209
698	15.52561408
699	15.52281603
700	15.51886652
701	15.51497547
702	15.51416654
703	15.50937607
704	15.50436186
705	15.50007872
706	15.4978334
707	15.49397212
708	15.4926768
709	15.48835035
710	15.48237956
711	15.47761197
712	15.47295728
713	15.46723215
714	15.46543501
715	15.46032313
716	15.45602364
717	15.4516383
718	15.44627508
719	15.44243588
720	15.43906831
721	15.43406066
722	15.4299283
723	15.426928
724	15.42186052
725	15.4188412
726	15.41699251
727	15.41486397
728	15.41184482
729	15.40722509
730	15.40633545
731	15.40287044
732	15.40286089
733	15.40023984
734	15.39622284
735	15.39298063
736	15.38829525
737	15.38475102
738	15.38029845
739	15.37664076
740	15.37331615
741	15.36915653
742	15.36475378
743	15.36267695
744	15.35707006
745	15.35026261
746	15.34600339
747	15.34309784
748	15.34157934
749	15.33850662
750	15.33528562
751	15.33434949
752	15.33032292
753	15.32760486
754	15.32299727
755	15.31533908
756	15.31278607
757	15.3089422
758	15.30707358
759	15.30160597
760	15.29682841
761	15.29470989
762	15.29369558
763	15.2839475
764	15.27904337
765	15.27569406
766	15.27044012
767	15.2656139
768	15.26560271
769	15.26238336
770	15.26237757
771	15.2582127
772	15.25640632
773	15.25265593
774	15.24896525
775	15.2489008
776	15.24153323
777	15.23793179
778	15.23225565
779	15.23046662
780	15.22722387
781	15.22191765
782	15.21809153
783	15.21513308
784	15.21512747
785	15.20901093
786	15.20661285
787	15.20357254
788	15.20182508
789	15.19804546
790	15.19505641
791	15.19435556
792	15.19180717
793	15.18706636
794	15.18016303
795	15.17549682
796	15.17202064
797	15.16761769
798	15.16358145
799	15.16055887
800	15.15762105
801	15.15369715
802	15.1479252
803	15.14610573
804	15.14297858
805	15.13797114
806	15.13354964
807	15.12944846
808	15.12749925
809	15.12350067
810	15.11848101
811	15.11509352
812	15.11043861
813	15.10633672
814	15.10231915
815	15.10097813
816	15.09723648
817	15.09350865
818	15.08919733
819	15.08572243
820	15.08112228
821	15.07879621
822	15.07690359
823	15.07164369
824	15.06769807
825	15.0640236
826	15.05419983
827	15.05313626
828	15.04787617
829	15.04057709
830	15.03781971
831	15.03354976
832	15.03200644
833	15.03040588
834	15.02814862
835	15.02370397
836	15.01868485
837	15.01175534
838	15.00931294
839	15.00623665
840	15.00309407
841	14.99773574
842	14.99600559
843	14.99332352
844	14.98686664
845	14.98455805
846	14.9793136
847	14.9770089
848	14.97533947
849	14.97113291
850	14.96923696
851	14.96352818
852	14.96187551
853	14.9601638
854	14.95643493
855	14.95311988
856	14.94882446
857	14.94563881
858	14.94175525
859	14.93992989
860	14.93780325
861	14.9339836
862	14.93010673
863	14.9250488
864	14.92265949
865	14.91845485
866	14.91686741
867	14.91119018
868	14.90683657
869	14.90191918
870	14.89790229
871	14.89417886
872	14.89161359
873	14.88947208
874	14.88723881
875	14.8857864
876	14.88259575
877	14.87830042
878	14.87570713
879	14.87334911
880	14.86962827
881	14.86735906
882	14.86313887
883	14.85868439
884	14.85436791
885	14.85172044
886	14.84806394
887	14.84680247
888	14.8445745
889	14.84244968
890	14.83893891
891	14.83666305
892	14.83497734
893	14.83048924
894	14.82832528
895	14.82486207
896	14.82122139
897	14.81827771
898	14.8134805
899	14.80901198
900	14.80737045
901	14.804342
902	14.80274419
903	14.79873008
904	14.79476696
905	14.79096612
906	14.78703864
907	14.78454876
908	14.78056411
909	14.77422169
910	14.76961039
911	14.76728693
912	14.76458323
913	14.76229989
914	14.76059965
915	14.75614236
916	14.75344114
917	14.74398806
918	14.74078134
919	14.73836631
920	14.73563582
921	14.73373762
922	14.73039833
923	14.72702105
924	14.72468264
925	14.72101751
926	14.7198356
927	14.71793373
928	14.71365411
929	14.71043618
930	14.70783934
931	14.70532023
932	14.70256271
933	14.70003868
934	14.69719866
935	14.69395764
936	14.69258159
937	14.69173053
938	14.68882036
939	14.68603717
940	14.68337846
941	14.68135141
942	14.67981259
943	14.67647136
944	14.67193914
945	14.66767456
946	14.66311948
947	14.65990708
948	14.65593799
949	14.65300838
950	14.65137066
951	14.64722579
952	14.64604735
953	14.64195589
954	14.64040045
955	14.63801385
956	14.63396141
957	14.63143939
958	14.62808905
959	14.62496464
960	14.62013546
961	14.61585794
962	14.61364944
963	14.61114745
964	14.60826137
965	14.60667808
966	14.60434104
967	14.60228164
968	14.59986747
969	14.59613988
970	14.59447965
971	14.59263064
972	14.58941531
973	14.58808543
974	14.58485744
975	14.58263265
976	14.57795842
977	14.57638777
978	14.57187412
979	14.57007574
980	14.56581178
981	14.56218623
982	14.55799327
983	14.55602343
984	14.55297632
985	14.55000049
986	14.54734941
987	14.54360974
988	14.54272002
989	14.541365
990	14.53815914
991	14.53457194
992	14.53008297
993	14.52727393
994	14.52307903
995	14.52114382
996	14.5186456
997	14.51445347
998	14.51184681
999	14.5071597
1000	14.50530889
1001	14.50259457
1002	14.49969634
1003	14.49585039
1004	14.49339767
1005	14.49140996
1006	14.48860491
1007	14.48633605
1008	14.48341331
1009	14.48049284
1010	14.47885909
1011	14.47492981
1012	14.47299214
1013	14.46979353
1014	14.46759748
1015	14.46575645
1016	14.46106042
1017	14.46005816
1018	14.45686317
1019	14.45481679
1020	14.45137454
1021	14.44823078
1022	14.44562633
1023	14.44313644
1024	14.43928098
1025	14.43835116
1026	14.43751394
1027	14.43596993
1028	14.43288405
1029	14.43162625
1030	14.42822819
1031	14.4254155
1032	14.42366394
1033	14.42198871
1034	14.41937466
1035	14.41660235
1036	14.41335339
1037	14.4097894
1038	14.40843812
1039	14.40537191
1040	14.40441306
1041	14.40099179
1042	14.39830365
1043	14.39562292
1044	14.39211086
1045	14.38971073
1046	14.38646477
1047	14.38499899
1048	14.38413439
1049	14.3809907
1050	14.3793161
1051	14.37792182
1052	14.37656635
1053	14.37327599
1054	14.37051697
1055	14.36792115
1056	14.36561287
1057	14.36065112
1058	14.35798318
1059	14.3550552
1060	14.35372022
1061	14.35213168
1062	14.34763886
1063	14.34511889
1064	14.33662212
1065	14.33525793
1066	14.33445626
1067	14.33193466
1068	14.32756171
1069	14.32465782
1070	14.32139574
1071	14.31836549
1072	14.31197155
1073	14.30850237
1074	14.30517809
1075	14.30210404
1076	14.29965202
1077	14.29841717
1078	14.29700106
1079	14.29346613
1080	14.29137214
1081	14.2905977
1082	14.28824105
1083	14.28437289
1084	14.28289124
1085	14.27823439
1086	14.27629285
1087	14.271761
1088	14.26966432
1089	14.2668479
1090	14.2636044
1091	14.26092358
1092	14.25861891
1093	14.25194662
1094	14.24595971
1095	14.24298057
1096	14.24118039
1097	14.24020283
1098	14.23760093
1099	14.23644334
1100	14.23460131
1101	14.2330695
1102	14.2301443
1103	14.22838601
1104	14.22557503
1105	14.22457173
1106	14.22153019
1107	14.21967249
1108	14.21828655
1109	14.21683624
1110	14.21438784
1111	14.21380887
1112	14.20947942
1113	14.20859126
1114	14.20610748
1115	14.20337167
1116	14.20228212
1117	14.1994002
1118	14.19872344
1119	14.19700766
1120	14.19359984
1121	14.19120036
1122	14.18892937
1123	14.18593603
1124	14.18519437
1125	14.18446804
1126	14.18277659
1127	14.18055964
1128	14.17739467
1129	14.17443592
1130	14.1716015
1131	14.16951343
1132	14.16623696
1133	14.16281288
1134	14.16121967
1135	14.15971244
1136	14.15893125
1137	14.15748757
1138	14.15567198
1139	14.15217034
1140	14.1511774
1141	14.15026278
1142	14.14827481
1143	14.14436163
1144	14.13917517
1145	14.13750704
1146	14.13623549
1147	14.13480653
1148	14.13110221
1149	14.12760895
1150	14.12657611
1151	14.12296417
1152	14.11996783
1153	14.11958325
1154	14.11804583
1155	14.11534659
1156	14.11094165
1157	14.10833942
1158	14.10712549
1159	14.10432075
1160	14.10160871
1161	14.10043444
1162	14.09951189
1163	14.09758396
1164	14.09697895
1165	14.09426943
1166	14.09211355
1167	14.08955909
1168	14.08747883
1169	14.08540402
1170	14.083173
1171	14.08207698
1172	14.08100523
1173	14.07865884
1174	14.07668113
1175	14.07307134
1176	14.06924745
1177	14.06686018
1178	14.06499505
1179	14.0630943
1180	14.05976604
1181	14.05788752
1182	14.05553496
1183	14.05434999
1184	14.0521299
1185	14.05090121
1186	14.04843136
1187	14.04534265
1188	14.04239733
1189	14.0392724
1190	14.03819741
1191	14.03181191
1192	14.03054838
1193	14.02896488
1194	14.02786466
1195	14.02623945
1196	14.02330556
1197	14.02196602
1198	14.01922752
1199	14.01834117
1200	14.01754497
1201	14.01509105
1202	14.01299949
1203	14.01273463
1204	14.01097327
1205	14.01026641
1206	14.00725697
1207	14.00358121
1208	14.0019925
1209	13.99940422
1210	13.99878033
1211	13.9965298
1212	13.99458905
1213	13.99122818
1214	13.98805563
1215	13.98570595
1216	13.97832221
1217	13.97557198
1218	13.9738353
1219	13.97095122
1220	13.96875979
1221	13.96763677
1222	13.96647556
1223	13.96507349
1224	13.96343102
1225	13.95890913
1226	13.95774339
1227	13.95063903
1228	13.94334857
1229	13.94257958
1230	13.94148092
1231	13.9400196
1232	13.93839582
1233	13.93630382
1234	13.93350179
1235	13.93058236
1236	13.92773561
1237	13.92638095
1238	13.92530439
1239	13.92439111
1240	13.92269618
1241	13.9203473
1242	13.91718473
1243	13.91548525
1244	13.91372399
1245	13.9114663
1246	13.9087255
1247	13.90604978
1248	13.90444405
1249	13.89826729
1250	13.8931133
1251	13.88802444
1252	13.88678522
1253	13.88621529
1254	13.88542898
1255	13.88005286
1256	13.87690456
1257	13.87497921
1258	13.87428977
1259	13.87247444
1260	13.86886973
1261	13.86670571
1262	13.86471728
1263	13.86190356
1264	13.85982523
1265	13.85719378
1266	13.85493872
1267	13.85322844
1268	13.85064387
1269	13.84843659
1270	13.84371652
1271	13.84187726
1272	13.83848506
1273	13.83406576
1274	13.83197554
1275	13.83117374
1276	13.82805517
1277	13.82575708
1278	13.82296394
1279	13.82023271
1280	13.81834167
1281	13.81729111
1282	13.81632487
1283	13.8143617
1284	13.81250026
1285	13.81031806
1286	13.80374716
1287	13.80200125
1288	13.80041633
1289	13.79876725
1290	13.79727078
1291	13.79558761
1292	13.79086217
1293	13.79029389
1294	13.78837497
1295	13.78740238
1296	13.78686686
1297	13.78501096
1298	13.78459745
1299	13.7827111
1300	13.78160421
1301	13.77920844
1302	13.7762463
1303	13.774316
1304	13.7728338
1305	13.76949584
1306	13.76801079
1307	13.7674824
1308	13.76690588
1309	13.76129985
1310	13.75926166
1311	13.75778627
1312	13.75468402
1313	13.75366478
1314	13.75262946
1315	13.75141312
1316	13.74842096
1317	13.74524539
1318	13.74297285
1319	13.74131913
1320	13.7400457
1321	13.7388542
1322	13.73509889
1323	13.73225915
1324	13.73013488
1325	13.72763136
1326	13.72529523
1327	13.71897275
1328	13.71605339
1329	13.71414812
1330	13.71307056
1331	13.70987403
1332	13.70711812
1333	13.70673869
1334	13.70617108
1335	13.70310978
1336	13.70114536
1337	13.69990832
1338	13.6989957
1339	13.69779212
1340	13.69502273
1341	13.69231176
1342	13.69166164
1343	13.69060379
1344	13.68940648
1345	13.68891991
1346	13.68812138
1347	13.68687024
1348	13.68437261
1349	13.68325024
1350	13.68264265
1351	13.67974745
1352	13.67874824
1353	13.67736766
1354	13.67550186
1355	13.67517402
1356	13.67131185
1357	13.66821452
1358	13.66757214
1359	13.66405854
1360	13.66269314
1361	13.66109167
1362	13.66019983
1363	13.65862593
1364	13.65824339
1365	13.65512814
1366	13.64933939
1367	13.64838905
1368	13.64581304
1369	13.64536354
1370	13.64360685
1371	13.64146314
1372	13.63987944
1373	13.6390676
1374	13.63799249
1375	13.63592804
1376	13.63523858
1377	13.63379167
1378	13.63320748
1379	13.632501
1380	13.63111733
1381	13.63027763
1382	13.62658395
1383	13.62521575
1384	13.62450015
1385	13.6230902
1386	13.62138189
1387	13.61938277
1388	13.61843774
1389	13.61738828
1390	13.61288895
1391	13.6124426
1392	13.60621304
1393	13.60405344
1394	13.6025624
1395	13.6018271
1396	13.60037128
1397	13.59854446
1398	13.59817264
1399	13.59748213
1400	13.59673921
1401	13.59489679
1402	13.59387521
1403	13.59071929
1404	13.58979297
1405	13.58781991
1406	13.58737907
1407	13.58558268
1408	13.58531909
1409	13.58324759
1410	13.57942114
1411	13.57386301
1412	13.57228455
1413	13.57035378
1414	13.56984344
1415	13.56910761
1416	13.56804717
1417	13.56686242
1418	13.56373304
1419	13.56138758
1420	13.56006057
1421	13.55434188
1422	13.550749
1423	13.54942328
1424	13.54831166
1425	13.54702216
1426	13.54658129
1427	13.5456693
1428	13.54391147
1429	13.54308257
1430	13.54167962
1431	13.5396127
1432	13.53773275
1433	13.53605844
1434	13.53486254
1435	13.53336191
1436	13.53239236
1437	13.53064041
1438	13.5278036
1439	13.52533158
1440	13.52128909
1441	13.51930529
1442	13.51719597
1443	13.51625494
1444	13.51589635
1445	13.51476167
1446	13.51257765
1447	13.51079538
1448	13.50760561
1449	13.50732291
1450	13.50638235
1451	13.50508257
1452	13.50426824
1453	13.50218446
1454	13.50148431
1455	13.49879617
1456	13.49781192
1457	13.49503287
1458	13.49299197
1459	13.49162129
1460	13.48907881
1461	13.48736872
1462	13.48363595
1463	13.48252996
1464	13.48128277
1465	13.47998435
1466	13.47785918
1467	13.4768959
1468	13.4760426
1469	13.47520145
1470	13.47400377
1471	13.47275507
1472	13.46975696
1473	13.46846554
1474	13.46783513
1475	13.46624751
1476	13.46478516
1477	13.4642366
1478	13.46201366
1479	13.46080935
1480	13.45925546
1481	13.45630766
1482	13.45606306
1483	13.45576128
1484	13.45074978
1485	13.44985804
1486	13.44696325
1487	13.44611978
1488	13.44498429
1489	13.44295363
1490	13.44228147
1491	13.44085066
1492	13.43764142
1493	13.43688512
1494	13.43606223
1495	13.43477077
1496	13.43449987
1497	13.43286989
1498	13.42927467
1499	13.4278858
1500	13.42728089
1501	13.42493736
1502	13.42403638
1503	13.41949677
1504	13.4185688
1505	13.41802286
1506	13.41574451
1507	13.41470965
1508	13.4120463
1509	13.41045074
1510	13.40967253
1511	13.40815443
1512	13.40449188
1513	13.40348767
1514	13.40227032
1515	13.39979777
1516	13.39711251
1517	13.39508917
1518	13.39331543
1519	13.39187814
1520	13.38993935
1521	13.38792971
1522	13.3870306
1523	13.38403014
1524	13.38368996
1525	13.38285688
1526	13.37799327
1527	13.37579356
1528	13.37337844
1529	13.37210672
1530	13.36893219
1531	13.36878053
1532	13.36509319
1533	13.36221107
1534	13.36152472
1535	13.36125108
1536	13.36051624
1537	13.35917756
1538	13.35867511
1539	13.35835722
1540	13.3570287
1541	13.35342282
1542	13.35317915
1543	13.35271281
1544	13.35075101
1545	13.35039376
1546	13.34842472
1547	13.34619858
1548	13.34357204
1549	13.34172092
1550	13.33919896
1551	13.33818513
1552	13.33584323
1553	13.33256493
1554	13.32977121
1555	13.32945881
1556	13.32922205
1557	13.32820854
1558	13.32765891
1559	13.32583072
1560	13.32486163
1561	13.32432416
1562	13.32222914
1563	13.32091813
1564	13.3200385
1565	13.31964649
1566	13.31441671
1567	13.31391264
1568	13.31130005
1569	13.31063177
1570	13.30832806
1571	13.30798278
1572	13.30584212
1573	13.30405454
1574	13.30132483
1575	13.30017641
1576	13.29770337
1577	13.29671136
1578	13.29428421
1579	13.29283278
1580	13.29220653
1581	13.29081003
1582	13.28876993
1583	13.28861292
1584	13.28792632
1585	13.28763333
1586	13.28439125
1587	13.28299201
1588	13.2807184
1589	13.27845026
1590	13.27458405
1591	13.27309152
1592	13.2720782
1593	13.27134429
1594	13.26900052
1595	13.26850551
1596	13.26560569
1597	13.2653368
1598	13.26298493
1599	13.26175272
1600	13.26145551
1601	13.25932183
1602	13.25900329
1603	13.2576154
1604	13.25326118
1605	13.25198716
1606	13.24976474
1607	13.24820536
1608	13.24663152
1609	13.24584267
1610	13.24403939
1611	13.24279448
1612	13.24117111
1613	13.23934981
1614	13.23764309
1615	13.23622408
1616	13.23379554
1617	13.23252795
1618	13.23003653
1619	13.22816879
1620	13.2257639
1621	13.22507926
1622	13.22337934
1623	13.22306009
1624	13.22231694
1625	13.2218025
1626	13.22030689
1627	13.21970722
1628	13.21867109
1629	13.21756624
1630	13.21609154
1631	13.21559866
1632	13.21391346
1633	13.21320891
1634	13.21230363
1635	13.21185663
1636	13.21038237
1637	13.20812864
1638	13.20755089
1639	13.20710836
1640	13.20474009
1641	13.20234824
1642	13.20174084
1643	13.20138299
1644	13.20003834
1645	13.19502373
1646	13.1919805
1647	13.19137429
1648	13.19053918
1649	13.19013445
1650	13.18871949
1651	13.18527415
1652	13.18425655
1653	13.18276919
1654	13.18194359
1655	13.18141131
1656	13.18086101
1657	13.18031656
1658	13.17911769
1659	13.17785982
1660	13.17578098
1661	13.17510664
1662	13.16864958
1663	13.16394216
1664	13.16267635
1665	13.16140106
