iter	Passed	Remaining
1666	37496	119956
1667	37518	119934
1668	37541	119913
1669	37564	119893
1670	37587	119870
1671	37610	119849
1672	37632	119826
1673	37655	119805
1674	37679	119787
1675	37702	119764
1676	37724	119742
1677	37747	119721
1678	37770	119700
1679	37793	119678
1680	37816	119657
1681	37838	119635
1682	37862	119616
1683	37885	119594
1684	37907	119572
1685	37930	119550
1686	37953	119529
1687	37976	119507
1688	37999	119488
1689	38022	119468
1690	38046	119448
1691	38069	119429
1692	38092	119406
1693	38115	119385
1694	38138	119364
1695	38161	119343
1696	38184	119324
1697	38207	119303
1698	38231	119283
1699	38254	119265
1700	38278	119245
1701	38301	119224
1702	38323	119202
1703	38347	119182
1704	38369	119160
1705	38392	119139
1706	38416	119119
1707	38439	119099
1708	38461	119076
1709	38484	119053
1710	38506	119031
1711	38529	119009
1712	38552	118987
1713	38575	118966
1714	38598	118944
1715	38621	118924
1716	38644	118903
1717	38666	118880
1718	38688	118857
1719	38712	118837
1720	38734	118815
1721	38757	118793
1722	38781	118773
1723	38807	118764
1724	38830	118742
1725	38853	118721
1726	38876	118699
1727	38899	118679
1728	38921	118656
1729	38944	118633
1730	38966	118611
1731	38990	118592
1732	39013	118572
1733	39037	118552
1734	39060	118531
1735	39082	118509
1736	39105	118487
1737	39127	118464
1738	39150	118441
1739	39173	118420
1740	39195	118396
1741	39219	118378
1742	39241	118356
1743	39264	118334
1744	39287	118312
1745	39310	118290
1746	39332	118268
1747	39355	118245
1748	39378	118224
1749	39401	118203
1750	39424	118183
1751	39447	118161
1752	39470	118140
1753	39493	118121
1754	39516	118099
1755	39539	118078
1756	39563	118060
1757	39596	118067
1758	39621	118054
1759	39645	118035
1760	39668	118013
1761	39691	117993
1762	39714	117973
1763	39737	117952
1764	39764	117940
1765	39787	117920
1766	39811	117901
1767	39834	117880
1768	39856	117857
1769	39879	117835
1770	39901	117813
1771	39924	117790
1772	39947	117769
1773	39970	117749
1774	39993	117728
1775	40016	117705
1776	40038	117683
1777	40061	117660
1778	40083	117638
1779	40107	117617
1780	40129	117594
1781	40153	117575
1782	40176	117553
1783	40199	117532
1784	40221	117510
1785	40244	117488
1786	40268	117469
1787	40291	117448
1788	40314	117429
1789	40337	117407
1790	40359	117383
1791	40382	117361
1792	40405	117339
1793	40429	117321
1794	40451	117298
1795	40474	117276
1796	40497	117255
1797	40520	117234
1798	40543	117213
1799	40566	117191
1800	40588	117168
1801	40611	117148
1802	40634	117126
1803	40658	117106
1804	40681	117084
1805	40703	117063
1806	40727	117042
1807	40749	117020
1808	40773	117000
1809	40796	116979
1810	40819	116957
1811	40842	116936
1812	40864	116914
1813	40888	116894
1814	40910	116872
1815	40933	116850
1816	40956	116828
1817	40979	116808
1818	41002	116785
1819	41024	116762
1820	41047	116740
1821	41070	116718
1822	41092	116694
1823	41115	116673
1824	41138	116653
1825	41161	116632
1826	41184	116611
1827	41207	116590
1828	41230	116567
1829	41253	116546
1830	41276	116524
1831	41298	116501
1832	41322	116481
1833	41345	116460
1834	41368	116439
1835	41391	116418
1836	41415	116400
1837	41438	116378
1838	41461	116356
1839	41484	116337
1840	41507	116316
1841	41531	116296
1842	41554	116275
1843	41577	116255
1844	41601	116236
1845	41624	116215
1846	41647	116194
1847	41671	116174
1848	41694	116154
1849	41717	116133
1850	41740	116111
1851	41763	116089
1852	41786	116069
1853	41810	116049
1854	41833	116028
1855	41855	116005
1856	41879	115986
1857	41902	115965
1858	41926	115947
1859	41950	115926
1860	41972	115903
1861	41995	115882
1862	42019	115862
1863	42041	115840
1864	42065	115820
1865	42088	115798
1866	42111	115778
1867	42133	115755
1868	42158	115738
1869	42180	115715
1870	42204	115695
1871	42228	115677
1872	42251	115655
1873	42274	115634
1874	42297	115612
1875	42320	115591
1876	42342	115568
1877	42365	115545
1878	42388	115523
1879	42410	115501
1880	42434	115481
1881	42456	115459
1882	42479	115438
1883	42503	115417
1884	42526	115396
1885	42549	115374
1886	42572	115353
1887	42595	115331
1888	42618	115310
1889	42640	115287
1890	42662	115263
1891	42686	115244
1892	42709	115223
1893	42732	115201
1894	42755	115179
1895	42777	115156
1896	42800	115134
1897	42823	115113
1898	42846	115093
1899	42872	115077
1900	42895	115056
1901	42918	115034
1902	42940	115011
1903	42963	114990
1904	42987	114970
1905	43009	114948
1906	43032	114925
1907	43054	114903
1908	43077	114881
1909	43101	114861
1910	43123	114839
1911	43149	114824
1912	43177	114815
1913	43204	114805
1914	43233	114800
1915	43260	114788
1916	43290	114787
1917	43321	114786
1918	43347	114773
1919	43377	114769
1920	43401	114751
1921	43424	114729
1922	43447	114707
1923	43469	114684
1924	43493	114664
1925	43516	114643
1926	43540	114625
1927	43563	114603
1928	43586	114581
1929	43608	114557
1930	43633	114540
1931	43656	114518
1932	43678	114496
1933	43701	114473
1934	43724	114451
1935	43747	114429
1936	43769	114407
1937	43793	114386
1938	43816	114364
1939	43838	114342
1940	43861	114320
1941	43884	114297
1942	43908	114279
1943	43931	114258
1944	43954	114236
1945	43977	114214
1946	44000	114192
1947	44023	114171
1948	44045	114148
1949	44068	114126
1950	44091	114104
1951	44113	114081
1952	44136	114059
1953	44159	114038
1954	44183	114017
1955	44205	113995
1956	44228	113972
1957	44251	113950
1958	44274	113928
1959	44297	113907
1960	44320	113885
1961	44343	113864
1962	44367	113845
1963	44390	113824
1964	44413	113803
1965	44436	113781
1966	44460	113761
1967	44483	113741
1968	44507	113720
1969	44529	113697
1970	44552	113675
1971	44576	113657
1972	44600	113636
1973	44623	113616
1974	44646	113595
1975	44669	113572
1976	44692	113552
1977	44716	113531
1978	44739	113511
1979	44763	113490
1980	44786	113470
1981	44809	113447
1982	44832	113425
1983	44855	113404
1984	44878	113383
1985	44901	113362
1986	44925	113341
1987	44947	113319
1988	44970	113297
1989	44993	113274
1990	45016	113252
1991	45038	113230
1992	45061	113207
1993	45084	113186
1994	45107	113164
1995	45130	113142
1996	45152	113119
1997	45174	113095
1998	45197	113073
1999	45220	113051
2000	45243	113030
2001	45266	113008
2002	45290	112987
2003	45312	112965
2004	45336	112944
2005	45359	112923
2006	45382	112902
2007	45407	112884
2008	45429	112861
2009	45452	112838
2010	45475	112817
2011	45498	112795
2012	45520	112773
2013	45544	112752
2014	45555	112702
2015	45578	112680
2016	45602	112660
2017	45625	112638
2018	45648	112616
2019	45671	112596
2020	45694	112575
2021	45717	112553
2022	45739	112529
2023	45762	112507
2024	45785	112484
2025	45808	112462
2026	45830	112439
2027	45852	112415
2028	45875	112392
2029	45898	112373
2030	45922	112351
2031	45945	112330
2032	45968	112309
2033	45990	112286
2034	46013	112263
2035	46035	112240
2036	46058	112217
2037	46081	112196
2038	46104	112174
2039	46127	112152
2040	46150	112130
2041	46172	112107
2042	46195	112085
2043	46217	112062
2044	46241	112041
2045	46263	112019
2046	46286	111996
2047	46309	111975
2048	46335	111960
2049	46365	111955
2050	46396	111952
2051	46420	111934
2052	46450	111930
2053	46481	111926
2054	46509	111916
2055	46536	111905
2056	46560	111884
2057	46582	111861
2058	46605	111839
2059	46628	111818
2060	46651	111795
2061	46674	111774
2062	46698	111754
2063	46721	111733
2064	46744	111712
2065	46767	111690
2066	46790	111667
2067	46814	111647
2068	46837	111625
2069	46859	111603
2070	46882	111581
2071	46905	111559
2072	46928	111537
2073	46951	111516
2074	46975	111496
2075	46998	111474
2076	47022	111455
2077	47045	111433
2078	47068	111411
2079	47091	111389
2080	47113	111366
2081	47136	111343
2082	47160	111322
2083	47183	111301
2084	47205	111277
2085	47229	111257
2086	47251	111235
2087	47274	111213
2088	47298	111192
2089	47321	111170
2090	47344	111148
2091	47367	111126
2092	47389	111103
2093	47412	111082
2094	47435	111060
2095	47458	111039
2096	47481	111017
2097	47505	110996
2098	47528	110975
2099	47551	110953
2100	47574	110932
2101	47598	110912
2102	47621	110891
2103	47644	110868
2104	47671	110856
2105	47695	110835
2106	47717	110813
2107	47741	110793
2108	47764	110771
2109	47787	110748
2110	47810	110726
2111	47832	110703
2112	47855	110681
2113	47877	110657
2114	47900	110634
2115	47922	110612
2116	47946	110591
2117	47969	110568
2118	47993	110550
2119	48016	110528
2120	48038	110505
2121	48062	110484
2122	48085	110464
2123	48108	110442
2124	48132	110420
2125	48156	110401
2126	48179	110379
2127	48201	110356
2128	48225	110335
2129	48249	110316
2130	48272	110295
2131	48295	110272
2132	48318	110251
2133	48342	110230
2134	48364	110208
2135	48387	110186
2136	48411	110165
2137	48434	110143
2138	48457	110122
2139	48481	110101
2140	48504	110081
2141	48527	110059
2142	48550	110037
2143	48573	110015
2144	48597	109996
2145	48620	109974
2146	48644	109953
2147	48666	109929
2148	48689	109908
2149	48712	109885
2150	48735	109863
2151	48757	109840
2152	48780	109819
2153	48804	109798
2154	48827	109776
2155	48849	109753
2156	48872	109730
2157	48895	109708
2158	48918	109686
2159	48941	109665
2160	48964	109643
2161	48988	109623
2162	49011	109601
2163	49034	109580
2164	49058	109559
2165	49081	109538
2166	49105	109518
2167	49128	109497
2168	49152	109477
2169	49179	109464
2170	49206	109450
2171	49231	109432
2172	49254	109411
2173	49278	109391
2174	49300	109368
2175	49324	109347
2176	49347	109326
2177	49375	109316
2178	49398	109294
2179	49422	109273
2180	49445	109251
2181	49468	109229
2182	49491	109207
2183	49514	109185
2184	49537	109163
2185	49560	109142
2186	49583	109119
2187	49606	109098
2188	49630	109078
2189	49653	109056
2190	49676	109035
2191	49699	109013
2192	49722	108991
2193	49747	108972
2194	49770	108951
2195	49793	108928
2196	49816	108907
2197	49839	108885
2198	49849	108833
2199	49871	108811
2200	49894	108788
2201	49917	108766
2202	49940	108744
2203	49963	108721
2204	49985	108699
2205	50009	108678
2206	50034	108660
2207	50057	108639
2208	50080	108616
2209	50104	108596
2210	50126	108574
2211	50149	108551
2212	50172	108529
2213	50195	108507
2214	50218	108485
2215	50242	108465
2216	50265	108443
2217	50287	108420
2218	50311	108399
2219	50335	108379
2220	50357	108355
2221	50379	108331
2222	50402	108310
2223	50425	108288
2224	50448	108266
2225	50471	108242
2226	50493	108220
2227	50516	108197
2228	50539	108175
2229	50562	108153
2230	50585	108131
2231	50608	108109
2232	50631	108088
2233	50654	108066
2234	50676	108042
2235	50699	108020
2236	50722	107998
2237	50745	107976
2238	50768	107953
2239	50791	107931
2240	50814	107909
2241	50837	107887
2242	50859	107863
2243	50882	107841
2244	50904	107818
2245	50929	107799
2246	50938	107747
2247	50960	107725
2248	50983	107702
2249	51006	107680
2250	51029	107658
2251	51052	107636
2252	51075	107614
2253	51098	107591
2254	51120	107569
2255	51143	107546
2256	51166	107523
2257	51188	107501
2258	51211	107478
2259	51234	107455
2260	51257	107433
2261	51280	107412
2262	51303	107391
2263	51326	107368
2264	51349	107345
2265	51371	107322
2266	51393	107299
2267	51416	107277
2268	51439	107254
2269	51462	107231
2270	51485	107210
2271	51510	107192
2272	51533	107170
2273	51556	107148
2274	51579	107125
2275	51601	107103
2276	51625	107082
2277	51648	107059
2278	51671	107039
2279	51696	107020
2280	51719	106998
2281	51742	106976
2282	51765	106953
2283	51787	106931
2284	51810	106909
2285	51834	106888
2286	51857	106866
2287	51879	106843
2288	51902	106821
2289	51925	106798
2290	51948	106777
2291	51971	106755
2292	51995	106734
2293	52018	106713
2294	52041	106690
2295	52065	106670
2296	52089	106650
2297	52111	106627
2298	52134	106605
2299	52157	106582
2300	52180	106559
2301	52203	106538
2302	52226	106517
2303	52236	106467
2304	52259	106446
2305	52282	106424
2306	52305	106402
2307	52329	106381
2308	52352	106360
2309	52375	106337
2310	52398	106315
2311	52421	106294
2312	52446	106276
2313	52483	106282
2314	52506	106259
2315	52528	106237
2316	52551	106215
2317	52574	106193
2318	52597	106171
2319	52620	106148
2320	52643	106126
2321	52655	106082
2322	52678	106060
2323	52701	106037
2324	52724	106014
2325	52747	105993
2326	52756	105942
2327	52778	105919
2328	52801	105898
2329	52824	105876
2330	52847	105853
2331	52869	105830
2332	52892	105807
2333	52915	105784
2334	52937	105761
2335	52960	105738
2336	52983	105717
2337	53007	105696
2338	53030	105674
2339	53052	105651
2340	53076	105630
2341	53099	105608
2342	53122	105587
2343	53145	105565
2344	53168	105542
2345	53190	105520
2346	53213	105497
2347	53236	105475
2348	53259	105452
2349	53282	105431
2350	53305	105408
2351	53328	105386
2352	53350	105363
2353	53373	105340
2354	53396	105318
2355	53419	105297
2356	53442	105275
2357	53464	105250
2358	53486	105227
2359	53509	105204
2360	53532	105182
2361	53555	105161
2362	53578	105139
2363	53590	105095
2364	53612	105071
2365	53636	105050
2366	53659	105029
2367	53684	105010
2368	53707	104989
2369	53730	104967
2370	53753	104945
2371	53776	104923
2372	53799	104901
2373	53823	104880
2374	53846	104858
2375	53868	104834
2376	53891	104812
2377	53914	104790
2378	53936	104767
2379	53959	104745
2380	53982	104723
2381	53991	104673
2382	54013	104650
2383	54036	104627
2384	54059	104605
2385	54083	104584
2386	54106	104563
2387	54128	104540
2388	54152	104518
2389	54175	104496
2390	54198	104475
2391	54221	104452
2392	54243	104430
2393	54266	104407
2394	54289	104385
2395	54312	104363
2396	54335	104341
2397	54359	104320
2398	54381	104297
2399	54404	104275
2400	54413	104226
2401	54435	104202
2402	54457	104178
2403	54480	104156
2404	54503	104135
2405	54526	104113
2406	54549	104090
2407	54571	104066
2408	54594	104044
2409	54617	104023
2410	54640	104000
2411	54665	103982
2412	54689	103962
2413	54712	103940
2414	54736	103919
2415	54759	103897
2416	54782	103875
2417	54807	103858
2418	54817	103810
2419	54840	103788
2420	54863	103766
2421	54886	103744
2422	54909	103722
2423	54931	103699
2424	54954	103676
2425	54977	103654
2426	55000	103633
2427	55023	103611
2428	55035	103567
2429	55057	103544
2430	55080	103522
2431	55103	103500
2432	55127	103479
2433	55135	103430
2434	55158	103408
2435	55182	103387
2436	55205	103365
2437	55228	103343
2438	55251	103321
2439	55273	103298
2440	55296	103275
2441	55318	103252
2442	55341	103229
2443	55363	103206
2444	55386	103184
2445	55409	103161
2446	55431	103138
2447	55454	103116
2448	55477	103094
2449	55500	103072
2450	55523	103050
2451	55546	103028
2452	55556	102981
2453	55579	102960
2454	55602	102937
2455	55625	102915
2456	55648	102893
2457	55670	102871
2458	55693	102848
2459	55716	102826
2460	55739	102803
2461	55762	102782
2462	55785	102759
2463	55807	102736
2464	55830	102714
2465	55854	102694
2466	55877	102671
2467	55900	102650
2468	55924	102629
2469	55947	102607
2470	55970	102585
2471	55993	102563
2472	56016	102541
2473	56039	102519
2474	56062	102498
2475	56085	102475
2476	56102	102442
2477	56125	102420
2478	56148	102398
2479	56171	102376
2480	56193	102354
2481	56216	102330
2482	56239	102308
2483	56261	102286
2484	56284	102263
2485	56307	102241
2486	56330	102219
2487	56353	102197
2488	56376	102175
2489	56400	102154
2490	56423	102132
2491	56446	102111
2492	56469	102089
2493	56492	102066
2494	56515	102044
2495	56538	102022
2496	56561	102001
2497	56587	101983
2498	56611	101964
2499	56634	101942
2500	56643	101895
2501	56666	101872
2502	56689	101850
2503	56713	101831
2504	56736	101808
2505	56758	101785
2506	56781	101763
2507	56804	101740
2508	56826	101717
2509	56850	101695
2510	56872	101673
2511	56895	101651
2512	56918	101628
2513	56940	101604
2514	56963	101583
2515	56987	101561
2516	57010	101539
2517	57033	101518
2518	57055	101495
2519	57078	101473
2520	57102	101452
2521	57126	101431
2522	57149	101409
2523	57171	101387
2524	57194	101365
2525	57218	101343
2526	57240	101321
2527	57264	101300
2528	57288	101279
2529	57312	101259
2530	57335	101237
2531	57358	101215
2532	57381	101193
2533	57404	101171
2534	57427	101149
2535	57450	101127
2536	57473	101104
2537	57496	101082
2538	57519	101061
2539	57542	101038
2540	57565	101016
2541	57588	100995
2542	57612	100974
2543	57635	100953
2544	57659	100932
2545	57679	100904
2546	57701	100881
2547	57724	100859
2548	57747	100837
2549	57770	100815
2550	57793	100793
2551	57816	100771
2552	57839	100749
2553	57864	100730
2554	57890	100713
2555	57913	100691
2556	57937	100670
2557	57960	100648
2558	57983	100627
2559	58006	100605
2560	58030	100584
2561	58052	100561
2562	58075	100537
2563	58097	100515
2564	58109	100473
2565	58132	100451
2566	58155	100429
2567	58178	100408
2568	58201	100385
2569	58224	100363
2570	58247	100342
2571	58270	100319
2572	58292	100296
2573	58315	100273
2574	58327	100231
2575	58350	100210
2576	58373	100188
2577	58397	100167
2578	58419	100145
2579	58443	100123
2580	58465	100100
2581	58488	100077
2582	58512	100057
2583	58535	100036
2584	58558	100013
2585	58581	99991
2586	58604	99969
2587	58627	99947
2588	58650	99925
2589	58673	99903
2590	58696	99880
2591	58719	99858
2592	58742	99837
2593	58765	99815
2594	58788	99792
2595	58811	99770
2596	58834	99748
2597	58857	99726
2598	58883	99710
2599	58906	99688
2600	58930	99666
2601	58952	99644
2602	58976	99623
2603	59000	99602
2604	59023	99581
2605	59046	99558
2606	59068	99535
2607	59091	99513
2608	59114	99491
2609	59137	99468
2610	59160	99446
2611	59183	99425
2612	59207	99403
2613	59230	99381
2614	59253	99359
2615	59275	99336
2616	59298	99313
2617	59320	99290
2618	59343	99268
2619	59366	99245
2620	59388	99223
2621	59411	99201
2622	59435	99179
2623	59458	99158
2624	59481	99135
2625	59504	99114
2626	59527	99091
2627	59549	99068
2628	59573	99047
2629	59595	99024
2630	59619	99003
2631	59646	98988
2632	59672	98971
2633	59695	98949
2634	59718	98926
2635	59741	98903
2636	59763	98881
2637	59786	98858
2638	59809	98835
2639	59831	98813
2640	59854	98790
2641	59866	98750
2642	59889	98728
2643	59912	98705
2644	59935	98684
2645	59958	98662
2646	59981	98640
2647	60004	98618
2648	60028	98597
2649	60051	98575
2650	60074	98552
2651	60097	98531
2652	60120	98509
2653	60143	98486
2654	60166	98464
2655	60190	98444
2656	60213	98422
2657	60236	98399
2658	60259	98377
2659	60281	98353
2660	60303	98330
2661	60327	98309
2662	60349	98286
2663	60371	98263
2664	60395	98241
2665	60417	98218
2666	60440	98196
2667	60463	98174
2668	60486	98152
2669	60510	98130
2670	60534	98110
2671	60557	98088
2672	60580	98065
2673	60603	98044
2674	60625	98021
2675	60648	97998
2676	60671	97976
2677	60694	97953
2678	60703	97909
2679	60725	97886
2680	60747	97862
2681	60771	97841
2682	60794	97818
2683	60816	97796
2684	60839	97773
2685	60863	97752
2686	60885	97729
2687	60908	97707
2688	60932	97686
2689	60956	97666
2690	60979	97643
2691	61001	97621
2692	61024	97597
2693	61046	97574
2694	61068	97550
2695	61090	97527
2696	61113	97505
2697	61136	97483
2698	61159	97460
2699	61182	97438
2700	61206	97417
2701	61228	97395
2702	61251	97372
2703	61274	97349
2704	61296	97327
2705	61319	97304
2706	61328	97259
2707	61351	97237
2708	61373	97214
2709	61395	97191
2710	61404	97146
2711	61427	97124
2712	61450	97101
2713	61473	97079
2714	61495	97056
2715	61517	97033
2716	61541	97011
2717	61563	96989
2718	61587	96967
2719	61609	96944
2720	61634	96925
2721	61657	96902
2722	61679	96879
2723	61702	96858
2724	61726	96836
2725	61749	96814
2726	61772	96792
2727	61795	96770
2728	61809	96734
2729	61832	96711
2730	61855	96690
2731	61879	96669
2732	61902	96647
2733	61944	96655
2734	61967	96633
2735	61990	96610
2736	62013	96588
2737	62023	96546
2738	62045	96523
2739	62068	96500
2740	62091	96478
2741	62114	96456
2742	62123	96412
2743	62146	96390
2744	62168	96367
2745	62191	96345
2746	62214	96322
2747	62237	96300
2748	62261	96279
2749	62284	96257
2750	62306	96234
2751	62329	96211
2752	62337	96167
2753	62360	96144
2754	62383	96122
2755	62406	96099
2756	62429	96077
2757	62452	96056
2758	62475	96034
2759	62498	96012
2760	62510	95973
2761	62533	95951
2762	62556	95929
2763	62580	95908
2764	62607	95892
2765	62631	95872
2766	62657	95854
2767	62680	95832
2768	62703	95809
2769	62726	95788
2770	62749	95766
2771	62773	95744
2772	62796	95722
2773	62819	95700
2774	62828	95657
2775	62850	95634
2776	62873	95612
2777	62897	95591
2778	62921	95570
2779	62943	95548
2780	62966	95524
2781	62989	95503
2782	63012	95480
2783	63035	95459
2784	63059	95438
2785	63082	95416
2786	63105	95393
2787	63127	95371
2788	63150	95347
2789	63173	95325
2790	63196	95303
2791	63218	95280
2792	63241	95258
2793	63263	95235
2794	63286	95213
2795	63309	95191
2796	63332	95168
2797	63355	95147
2798	63378	95124
2799	63402	95103
2800	63424	95080
2801	63446	95057
2802	63469	95034
2803	63492	95012
2804	63515	94990
2805	63539	94969
2806	63562	94946
2807	63584	94923
2808	63607	94901
2809	63630	94879
2810	63653	94857
2811	63676	94835
2812	63699	94813
2813	63723	94791
2814	63746	94771
2815	63769	94748
2816	63791	94725
2817	63815	94704
2818	63838	94682
2819	63866	94666
2820	63891	94647
2821	63900	94605
2822	63924	94584
2823	63947	94562
2824	63970	94540
2825	63993	94518
2826	64016	94496
2827	64039	94473
2828	64062	94451
2829	64084	94429
2830	64108	94407
2831	64130	94384
2832	64139	94341
2833	64162	94319
2834	64185	94297
2835	64210	94278
2836	64233	94256
2837	64256	94234
2838	64279	94211
2839	64302	94189
2840	64325	94167
2841	64348	94145
2842	64371	94123
2843	64394	94101
2844	64417	94078
2845	64440	94057
2846	64464	94036
2847	64487	94014
2848	64511	93992
2849	64535	93972
2850	64558	93950
2851	64581	93928
2852	64605	93907
2853	64627	93884
2854	64651	93863
2855	64686	93859
2856	64710	93837
2857	64732	93815
2858	64756	93793
2859	64779	93771
2860	64801	93748
2861	64824	93725
2862	64847	93703
2863	64871	93682
2864	64893	93659
2865	64917	93638
2866	64940	93616
2867	64963	93594
2868	64986	93572
2869	65009	93550
2870	65032	93527
2871	65055	93505
2872	65078	93483
2873	65101	93461
2874	65124	93439
2875	65147	93417
2876	65156	93374
2877	65179	93353
2878	65206	93335
2879	65229	93314
2880	65252	93292
2881	65276	93270
2882	65299	93248
2883	65321	93226
2884	65345	93204
2885	65369	93184
2886	65392	93162
2887	65415	93139
2888	65439	93118
2889	65447	93076
2890	65471	93054
2891	65485	93020
2892	65508	92998
2893	65531	92976
2894	65554	92954
2895	65577	92931
2896	65600	92910
2897	65624	92888
2898	65647	92866
2899	65670	92844
2900	65693	92822
2901	65716	92799
2902	65739	92777
2903	65762	92755
2904	65785	92733
2905	65807	92710
2906	65830	92688
2907	65853	92666
2908	65876	92644
2909	65899	92621
2910	65907	92579
2911	65932	92559
2912	65942	92518
2913	65964	92495
2914	65987	92472
2915	66009	92450
2916	66032	92427
2917	66055	92405
2918	66067	92368
2919	66090	92345
2920	66113	92323
2921	66136	92300
2922	66158	92278
2923	66181	92256
2924	66204	92233
2925	66226	92210
2926	66250	92188
2927	66272	92166
2928	66296	92145
2929	66319	92122
2930	66341	92099
2931	66364	92077
2932	66387	92054
2933	66409	92032
2934	66433	92011
2935	66456	91988
2936	66478	91965
2937	66502	91944
2938	66524	91921
2939	66547	91899
2940	66571	91878
2941	66594	91855
2942	66617	91833
2943	66640	91811
2944	66663	91789
2945	66685	91766
2946	66708	91743
2947	66731	91721
2948	66754	91700
2949	66778	91678
2950	66800	91655
2951	66823	91633
2952	66832	91591
2953	66855	91569
2954	66877	91546
2955	66901	91525
2956	66924	91502
2957	66947	91481
2958	66970	91459
2959	66993	91436
2960	67015	91413
2961	67037	91390
2962	67060	91367
2963	67083	91346
2964	67105	91322
2965	67128	91299
2966	67150	91276
2967	67172	91253
2968	67195	91231
2969	67218	91209
2970	67241	91187
2971	67265	91166
2972	67289	91144
2973	67311	91122
2974	67334	91099
2975	67359	91079
2976	67382	91057
2977	67404	91035
2978	67427	91012
2979	67451	90991
2980	67473	90968
2981	67496	90945
2982	67519	90923
2983	67541	90900
2984	67564	90878
2985	67587	90856
2986	67610	90833
2987	67632	90810
2988	67654	90787
2989	67677	90764
2990	67700	90742
2991	67723	90720
2992	67745	90697
2993	67768	90675
2994	67792	90653
2995	67815	90631
2996	67838	90609
2997	67860	90586
2998	67869	90545
2999	67891	90521
3000	67913	90498
3001	67936	90476
3002	67959	90454
3003	67982	90431
3004	68004	90408
3005	68028	90387
3006	68051	90365
3007	68073	90342
3008	68096	90319
3009	68119	90297
3010	68146	90280
3011	68177	90269
3012	68205	90254
3013	68217	90217
3014	68242	90197
3015	68270	90182
3016	68294	90161
3017	68318	90140
3018	68341	90118
3019	68364	90095
3020	68388	90075
3021	68410	90052
3022	68433	90029
3023	68456	90008
3024	68479	89985
3025	68503	89964
3026	68526	89942
3027	68549	89919
3028	68572	89897
3029	68594	89875
3030	68618	89853
3031	68640	89830
3032	68664	89809
3033	68688	89787
3034	68710	89765
3035	68734	89743
3036	68757	89721
3037	68780	89699
3038	68804	89679
3039	68828	89657
3040	68851	89635
3041	68874	89614
3042	68898	89592
3043	68921	89571
3044	68945	89549
3045	68967	89527
3046	68992	89506
3047	69014	89483
3048	69039	89463
3049	69064	89444
3050	69089	89424
3051	69113	89403
3052	69135	89380
3053	69159	89358
3054	69182	89337
3055	69205	89314
3056	69229	89293
3057	69252	89271
3058	69275	89250
3059	69299	89229
3060	69323	89208
3061	69346	89185
3062	69370	89164
3063	69392	89141
3064	69415	89118
3065	69437	89096
3066	69461	89074
3067	69484	89052
3068	69506	89029
3069	69530	89007
3070	69553	88985
3071	69576	88963
3072	69600	88942
3073	69623	88920
3074	69646	88898
3075	69668	88875
3076	69691	88852
3077	69714	88830
3078	69738	88809
3079	69760	88786
3080	69784	88765
3081	69808	88743
3082	69831	88721
3083	69854	88699
3084	69876	88676
3085	69885	88635
3086	69893	88595
3087	69915	88572
3088	69938	88549
3089	69949	88512
3090	69972	88489
3091	69994	88466
3092	70017	88444
3093	70040	88421
3094	70062	88399
3095	70085	88376
3096	70108	88354
3097	70132	88333
3098	70155	88310
3099	70177	88288
3100	70200	88266
3101	70224	88244
3102	70247	88222
3103	70270	88199
3104	70279	88160
3105	70301	88137
3106	70324	88114
3107	70347	88092
3108	70370	88070
3109	70393	88048
3110	70416	88026
3111	70439	88003
3112	70461	87980
3113	70484	87957
3114	70507	87935
3115	70531	87914
3116	70554	87892
3117	70577	87871
3118	70601	87849
3119	70623	87827
3120	70646	87804
3121	70669	87782
3122	70692	87760
3123	70714	87737
3124	70737	87714
3125	70760	87692
3126	70783	87670
3127	70792	87630
3128	70814	87607
3129	70837	87585
3130	70860	87562
3131	70883	87540
3132	70906	87517
3133	70929	87496
3134	70952	87474
3135	70975	87452
3136	70998	87429
3137	71021	87407
3138	71044	87384
3139	71067	87362
3140	71092	87343
3141	71115	87321
3142	71139	87300
3143	71162	87278
3144	71185	87255
3145	71207	87233
3146	71231	87211
3147	71253	87188
3148	71276	87166
3149	71299	87144
3150	71323	87122
3151	71349	87104
3152	71357	87064
3153	71381	87042
3154	71404	87020
3155	71426	86997
3156	71449	86975
3157	71472	86952
3158	71495	86930
3159	71518	86908
3160	71541	86886
3161	71564	86864
3162	71587	86842
3163	71610	86819
3164	71633	86797
3165	71656	86774
3166	71679	86753
3167	71702	86730
3168	71724	86707
3169	71746	86684
3170	71769	86662
3171	71793	86641
3172	71816	86618
3173	71839	86596
3174	71866	86579
3175	71889	86557
3176	71912	86535
3177	71935	86512
3178	71958	86490
3179	71980	86467
3180	72003	86444
3181	72026	86422
3182	72048	86399
3183	72071	86377
3184	72094	86354
3185	72117	86332
3186	72141	86311
3187	72164	86289
3188	72187	86267
3189	72210	86244
3190	72233	86222
3191	72256	86200
3192	72279	86178
3193	72302	86156
3194	72325	86133
3195	72348	86111
3196	72370	86088
3197	72393	86066
3198	72415	86043
3199	72438	86020
3200	72460	85997
3201	72483	85975
3202	72506	85952
3203	72529	85931
3204	72552	85908
3205	72575	85885
3206	72597	85862
3207	72619	85839
3208	72642	85817
3209	72665	85794
3210	72688	85772
3211	72710	85749
3212	72733	85726
3213	72756	85704
3214	72778	85682
3215	72802	85660
3216	72825	85638
3217	72834	85600
3218	72857	85577
3219	72880	85555
